"","sampNum","Plot","Sample..","Year","Genotype","Replicate","Derivation","Barcode","Date","RNAlater","Time","Temp..in.C","Additional.Notes.","info.about.qPCR.at.ARQ"
"1538",1538,"228","1590","2016","PH207xMo267","B","2015_101x102","228_B_1590","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1539",1539,"228","1591","2016","PH207xMo267","C","2015_101x102","228_C_1591","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1540",1540,"228","1592","2016","PH207xMo267","D","2015_101x102","228_D_1592","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1541",1541,"228","1593","2016","PH207xMo267","A","2015_101x102","228_A_1593","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1542",1542,"228","1594","2016","PH207xMo267","B","2015_101x102","228_B_1594","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1543",1543,"228","1595","2016","PH207xMo267","C","2015_101x102","228_C_1595","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1544",1544,"228","1596","2016","PH207xMo267","D","2015_101x102","228_D_1596","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1545",1545,"228","1597","2016","PH207xMo267","A","2015_101x102","228_A_1597","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1546",1546,"228","1598","2016","PH207xMo267","B","2015_101x102","228_B_1598","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1547",1547,"228","1599","2016","PH207xMo267","C","2015_101x102","228_C_1599","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1548",1548,"228","1600","2016","PH207xMo267","D","2015_101x102","228_D_1600","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1549",1549,"229","1601","2016","PH207xMo269","A","2015_104x103","229_A_1601","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1550",1550,"229","1602","2016","PH207xMo269","B","2015_104x103","229_B_1602","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1551",1551,"229","1603","2016","PH207xMo269","C","2015_104x103","229_C_1603","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1552",1552,"229","1604","2016","PH207xMo269","D","2015_104x103","229_D_1604","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1553",1553,"229","1605","2016","PH207xMo269","A","2015_104x103","229_A_1605","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1554",1554,"229","1606","2016","PH207xMo269","B","2015_104x103","229_B_1606","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1555",1555,"229","1607","2016","PH207xMo269","C","2015_104x103","229_C_1607","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1556",1556,"229","1608","2016","PH207xMo269","D","2015_104x103","229_D_1608","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1557",1557,"229","1609","2016","PH207xMo269","A","2015_104x103","229_A_1609","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1558",1558,"229","1610","2016","PH207xMo269","B","2015_104x103","229_B_1610","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1559",1559,"229","1611","2016","PH207xMo269","C","2015_104x103","229_C_1611","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1560",1560,"229","1612","2016","PH207xMo269","D","2015_104x103","229_D_1612","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1561",1561,"230","1613","2016","PH207xMo272","A","2015_205x106","230_A_1613","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1562",1562,"230","1614","2016","PH207xMo272","B","2015_205x106","230_B_1614","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1563",1563,"230","1615","2016","PH207xMo272","C","2015_205x106","230_C_1615","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1564",1564,"230","1616","2016","PH207xMo272","D","2015_205x106","230_D_1616","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1565",1565,"230","1617","2016","PH207xMo272","A","2015_205x106","230_A_1617","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1566",1566,"230","1618","2016","PH207xMo272","B","2015_205x106","230_B_1618","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1567",1567,"230","1619","2016","PH207xMo272","C","2015_205x106","230_C_1619","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1568",1568,"230","1620","2016","PH207xMo272","D","2015_205x106","230_D_1620","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1569",1569,"230","1621","2016","PH207xMo272","A","2015_205x106","230_A_1621","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1570",1570,"230","1622","2016","PH207xMo272","B","2015_205x106","230_B_1622","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1571",1571,"230","1623","2016","PH207xMo272","C","2015_205x106","230_C_1623","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1572",1572,"230","1624","2016","PH207xMo272","D","2015_205x106","230_D_1624","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1573",1573,"231","1625","2016","PH207xMo276","A","2015_109x110","231_A_1625","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1574",1574,"231","1626","2016","PH207xMo276","B","2015_109x110","231_B_1626","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1575",1575,"231","1627","2016","PH207xMo276","C","2015_109x110","231_C_1627","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1576",1576,"231","1628","2016","PH207xMo276","D","2015_109x110","231_D_1628","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1577",1577,"231","1629","2016","PH207xMo276","A","2015_109x110","231_A_1629","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1578",1578,"231","1630","2016","PH207xMo276","B","2015_109x110","231_B_1630","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1579",1579,"231","1631","2016","PH207xMo276","C","2015_109x110","231_C_1631","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1580",1580,"231","1632","2016","PH207xMo276","D","2015_109x110","231_D_1632","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1581",1581,"231","1633","2016","PH207xMo276","A","2015_109x110","231_A_1633","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1582",1582,"231","1634","2016","PH207xMo276","B","2015_109x110","231_B_1634","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1583",1583,"231","1635","2016","PH207xMo276","C","2015_109x110","231_C_1635","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1584",1584,"231","1636","2016","PH207xMo276","D","2015_109x110","231_D_1636","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1585",1585,"232","1637","2016","PH207xMo284","A","2015_113x114","232_A_1637","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1586",1586,"232","1638","2016","PH207xMo284","B","2015_113x114","232_B_1638","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1587",1587,"232","1639","2016","PH207xMo284","C","2015_113x114","232_C_1639","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1588",1588,"232","1640","2016","PH207xMo284","D","2015_113x114","232_D_1640","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1589",1589,"232","1641","2016","PH207xMo284","A","2015_113x114","232_A_1641","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1590",1590,"232","1642","2016","PH207xMo284","B","2015_113x114","232_B_1642","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1591",1591,"232","1643","2016","PH207xMo284","C","2015_113x114","232_C_1643","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1592",1592,"232","1644","2016","PH207xMo284","D","2015_113x114","232_D_1644","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1593",1593,"232","1645","2016","PH207xMo284","A","2015_113x114","232_A_1645","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1594",1594,"232","1646","2016","PH207xMo284","B","2015_113x114","232_B_1646","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1595",1595,"232","1647","2016","PH207xMo284","C","2015_113x114","232_C_1647","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1596",1596,"232","1648","2016","PH207xMo284","D","2015_113x114","232_D_1648","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1597",1597,"233","1649","2016","PH207xMo288","A","2015_117x118","233_A_1649","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1598",1598,"233","1650","2016","PH207xMo288","B","2015_117x118","233_B_1650","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1599",1599,"233","1651","2016","PH207xMo288","C","2015_117x118","233_C_1651","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1600",1600,"233","1652","2016","PH207xMo288","D","2015_117x118","233_D_1652","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1601",1601,"233","1653","2016","PH207xMo288","A","2015_117x118","233_A_1653","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1602",1602,"233","1654","2016","PH207xMo288","B","2015_117x118","233_B_1654","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1603",1603,"233","1655","2016","PH207xMo288","C","2015_117x118","233_C_1655","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1604",1604,"233","1656","2016","PH207xMo288","D","2015_117x118","233_D_1656","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1605",1605,"233","1657","2016","PH207xMo288","A","2015_117x118","233_A_1657","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1606",1606,"233","1658","2016","PH207xMo288","B","2015_117x118","233_B_1658","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1607",1607,"233","1659","2016","PH207xMo288","C","2015_117x118","233_C_1659","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1608",1608,"233","1660","2016","PH207xMo288","D","2015_117x118","233_D_1660","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1609",1609,"234","1661","2016","PH207xMo298","A","2015_124x123","234_A_1661","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1610",1610,"234","1662","2016","PH207xMo298","B","2015_124x123","234_B_1662","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1611",1611,"234","1663","2016","PH207xMo298","C","2015_124x123","234_C_1663","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1612",1612,"234","1664","2016","PH207xMo298","D","2015_124x123","234_D_1664","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1613",1613,"234","1665","2016","PH207xMo298","A","2015_124x123","234_A_1665","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1614",1614,"234","1666","2016","PH207xMo298","B","2015_124x123","234_B_1666","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1615",1615,"234","1667","2016","PH207xMo298","C","2015_124x123","234_C_1667","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1616",1616,"234","1668","2016","PH207xMo298","D","2015_124x123","234_D_1668","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1617",1617,"234","1669","2016","PH207xMo298","A","2015_124x123","234_A_1669","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1618",1618,"234","1670","2016","PH207xMo298","B","2015_124x123","234_B_1670","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1619",1619,"234","1671","2016","PH207xMo298","C","2015_124x123","234_C_1671","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1620",1620,"234","1672","2016","PH207xMo298","D","2015_124x123","234_D_1672","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1621",1621,"235","1673","2016","PH207xMo309","A","2015_125x126","235_A_1673","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1622",1622,"235","1674","2016","PH207xMo309","B","2015_125x126","235_B_1674","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1623",1623,"235","1675","2016","PH207xMo309","C","2015_125x126","235_C_1675","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1624",1624,"235","1676","2016","PH207xMo309","D","2015_125x126","235_D_1676","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1625",1625,"235","1677","2016","PH207xMo309","A","2015_125x126","235_A_1677","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1626",1626,"235","1678","2016","PH207xMo309","B","2015_125x126","235_B_1678","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1627",1627,"235","1679","2016","PH207xMo309","C","2015_125x126","235_C_1679","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1628",1628,"235","1680","2016","PH207xMo309","D","2015_125x126","235_D_1680","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1629",1629,"235","1681","2016","PH207xMo309","A","2015_125x126","235_A_1681","6/21/16","No","1:00-1:30 PM","29-31 C","",""
"1630",1630,"235","1682","2016","PH207xMo309","B","2015_125x126","235_B_1682","6/21/16","No","1:00-1:30 PM","29-31 C","",""
"1631",1631,"235","1683","2016","PH207xMo309","C","2015_125x126","235_C_1683","6/21/16","No","1:00-1:30 PM","29-31 C","",""
"1632",1632,"235","1684","2016","PH207xMo309","D","2015_125x126","235_D_1684","6/21/16","No","1:00-1:30 PM","29-31 C","",""
"1633",1633,"236","1685","2016","PH207xMo311","A","2015_129x130","236_A_1685","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1634",1634,"236","1686","2016","PH207xMo311","B","2015_129x130","236_B_1686","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1635",1635,"236","1687","2016","PH207xMo311","C","2015_129x130","236_C_1687","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1636",1636,"236","1688","2016","PH207xMo311","D","2015_129x130","236_D_1688","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1637",1637,"236","1689","2016","PH207xMo311","A","2015_129x130","236_A_1689","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1638",1638,"236","1690","2016","PH207xMo311","B","2015_129x130","236_B_1690","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1639",1639,"236","1691","2016","PH207xMo311","C","2015_129x130","236_C_1691","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1640",1640,"236","1692","2016","PH207xMo311","D","2015_129x130","236_D_1692","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1641",1641,"236","1693","2016","PH207xMo311","A","2015_129x130","236_A_1693","6/21/16","No","1:00-3:00 PM","29-31 C","",""
"1642",1642,"236","1694","2016","PH207xMo311","B","2015_129x130","236_B_1694","6/21/16","No","1:00-3:00 PM","29-31 C","",""
"1643",1643,"236","1695","2016","PH207xMo311","C","2015_129x130","236_C_1695","6/21/16","No","1:00-3:00 PM","29-31 C","",""
"1644",1644,"236","1696","2016","PH207xMo311","D","2015_129x130","236_D_1696","6/21/16","No","1:00-3:00 PM","29-31 C","",""
"1645",1645,"237","1697","2016","PH207xMo317","A","2015_133x134","237_A_1697","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1646",1646,"237","1698","2016","PH207xMo317","B","2015_133x134","237_B_1698","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1647",1647,"237","1699","2016","PH207xMo317","C","2015_133x134","237_C_1699","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1648",1648,"237","1700","2016","PH207xMo317","D","2015_133x134","237_D_1700","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1649",1649,"237","1701","2016","PH207xMo317","A","2015_133x134","237_A_1701","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1650",1650,"237","1702","2016","PH207xMo317","B","2015_133x134","237_B_1702","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1651",1651,"237","1703","2016","PH207xMo317","C","2015_133x134","237_C_1703","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1652",1652,"237","1704","2016","PH207xMo317","D","2015_133x134","237_D_1704","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1653",1653,"237","1705","2016","PH207xMo317","A","2015_133x134","237_A_1705","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1654",1654,"237","1706","2016","PH207xMo317","B","2015_133x134","237_B_1706","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1655",1655,"237","1707","2016","PH207xMo317","C","2015_133x134","237_C_1707","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1656",1656,"237","1708","2016","PH207xMo317","D","2015_133x134","237_D_1708","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1657",1657,"238","1709","2016","PH207xMo323","A","2015_140x139","238_A_1709","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1658",1658,"238","1710","2016","PH207xMo323","B","2015_140x139","238_B_1710","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1659",1659,"238","1711","2016","PH207xMo323","C","2015_140x139","238_C_1711","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1660",1660,"238","1712","2016","PH207xMo323","D","2015_140x139","238_D_1712","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1661",1661,"238","1713","2016","PH207xMo323","A","2015_140x139","238_A_1713","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1662",1662,"238","1714","2016","PH207xMo323","B","2015_140x139","238_B_1714","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1663",1663,"238","1715","2016","PH207xMo323","C","2015_140x139","238_C_1715","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1664",1664,"238","1716","2016","PH207xMo323","D","2015_140x139","238_D_1716","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1665",1665,"238","1717","2016","PH207xMo323","A","2015_140x139","238_A_1717","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1666",1666,"238","1718","2016","PH207xMo323","B","2015_140x139","238_B_1718","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1667",1667,"238","1719","2016","PH207xMo323","C","2015_140x139","238_C_1719","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1668",1668,"238","1720","2016","PH207xMo323","D","2015_140x139","238_D_1720","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1669",1669,"239","1721","2016","PH207xMo325","A","2015_141x142","239_A_1721","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1670",1670,"239","1722","2016","PH207xMo325","B","2015_141x142","239_B_1722","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1671",1671,"239","1723","2016","PH207xMo325","C","2015_141x142","239_C_1723","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1672",1672,"239","1724","2016","PH207xMo325","D","2015_141x142","239_D_1724","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1673",1673,"239","1725","2016","PH207xMo325","A","2015_141x142","239_A_1725","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1674",1674,"239","1726","2016","PH207xMo325","B","2015_141x142","239_B_1726","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1675",1675,"239","1727","2016","PH207xMo325","C","2015_141x142","239_C_1727","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1676",1676,"239","1728","2016","PH207xMo325","D","2015_141x142","239_D_1728","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1677",1677,"239","1729","2016","PH207xMo325","A","2015_141x142","239_A_1729","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1678",1678,"239","1730","2016","PH207xMo325","B","2015_141x142","239_B_1730","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1679",1679,"239","1731","2016","PH207xMo325","C","2015_141x142","239_C_1731","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1680",1680,"239","1732","2016","PH207xMo325","D","2015_141x142","239_D_1732","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1681",1681,"240","1733","2016","PH207xMo346","A","2015_156x155","240_A_1733","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1682",1682,"240","1734","2016","PH207xMo346","B","2015_156x155","240_B_1734","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1683",1683,"240","1735","2016","PH207xMo346","C","2015_156x155","240_C_1735","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1684",1684,"240","1736","2016","PH207xMo346","D","2015_156x155","240_D_1736","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1685",1685,"240","1737","2016","PH207xMo346","A","2015_156x155","240_A_1737","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1686",1686,"240","1738","2016","PH207xMo346","B","2015_156x155","240_B_1738","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1687",1687,"240","1739","2016","PH207xMo346","C","2015_156x155","240_C_1739","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1688",1688,"240","1740","2016","PH207xMo346","D","2015_156x155","240_D_1740","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1689",1689,"240","1741","2016","PH207xMo346","A","2015_156x155","240_A_1741","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1690",1690,"240","1742","2016","PH207xMo346","B","2015_156x155","240_B_1742","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1691",1691,"240","1743","2016","PH207xMo346","C","2015_156x155","240_C_1743","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1692",1692,"240","1744","2016","PH207xMo346","D","2015_156x155","240_D_1744","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1693",1693,"241","1745","2016","PH207xMo352","A","2015_157x158","241_A_1745","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1694",1694,"241","1746","2016","PH207xMo352","B","2015_157x158","241_B_1746","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1695",1695,"241","1747","2016","PH207xMo352","C","2015_157x158","241_C_1747","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1696",1696,"241","1748","2016","PH207xMo352","D","2015_157x158","241_D_1748","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1697",1697,"241","1749","2016","PH207xMo352","A","2015_157x158","241_A_1749","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1698",1698,"241","1750","2016","PH207xMo352","B","2015_157x158","241_B_1750","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1699",1699,"241","1751","2016","PH207xMo352","C","2015_157x158","241_C_1751","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1700",1700,"241","1752","2016","PH207xMo352","D","2015_157x158","241_D_1752","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1701",1701,"241","1753","2016","PH207xMo352","A","2015_157x158","241_A_1753","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1702",1702,"241","1754","2016","PH207xMo352","B","2015_157x158","241_B_1754","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1703",1703,"241","1755","2016","PH207xMo352","C","2015_157x158","241_C_1755","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1704",1704,"241","1756","2016","PH207xMo352","D","2015_157x158","241_D_1756","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1705",1705,"242","1757","2016","PH207xMo354","A","2015_160x159","242_A_1757","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1706",1706,"242","1758","2016","PH207xMo354","B","2015_160x159","242_B_1758","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1707",1707,"242","1759","2016","PH207xMo354","C","2015_160x159","242_C_1759","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1708",1708,"242","1760","2016","PH207xMo354","D","2015_160x159","242_D_1760","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1709",1709,"242","1761","2016","PH207xMo354","A","2015_160x159","242_A_1761","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1710",1710,"242","1762","2016","PH207xMo354","B","2015_160x159","242_B_1762","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1711",1711,"242","1763","2016","PH207xMo354","C","2015_160x159","242_C_1763","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1712",1712,"242","1764","2016","PH207xMo354","D","2015_160x159","242_D_1764","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1713",1713,"242","1765","2016","PH207xMo354","A","2015_160x159","242_A_1765","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1714",1714,"242","1766","2016","PH207xMo354","B","2015_160x159","242_B_1766","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1715",1715,"242","1767","2016","PH207xMo354","C","2015_160x159","242_C_1767","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1716",1716,"242","1768","2016","PH207xMo354","D","2015_160x159","242_D_1768","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1717",1717,"243","1769","2016","PH207xMo355","A","2015_161x162","243_A_1769","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1718",1718,"243","1770","2016","PH207xMo355","B","2015_161x162","243_B_1770","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1719",1719,"243","1771","2016","PH207xMo355","C","2015_161x162","243_C_1771","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1720",1720,"243","1772","2016","PH207xMo355","D","2015_161x162","243_D_1772","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1721",1721,"243","1773","2016","PH207xMo355","A","2015_161x162","243_A_1773","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1722",1722,"243","1774","2016","PH207xMo355","B","2015_161x162","243_B_1774","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1723",1723,"243","1775","2016","PH207xMo355","C","2015_161x162","243_C_1775","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1724",1724,"243","1776","2016","PH207xMo355","D","2015_161x162","243_D_1776","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1725",1725,"243","1777","2016","PH207xMo355","A","2015_161x162","243_A_1777","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1726",1726,"243","1778","2016","PH207xMo355","B","2015_161x162","243_B_1778","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1727",1727,"243","1779","2016","PH207xMo355","C","2015_161x162","243_C_1779","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1728",1728,"243","1780","2016","PH207xMo355","D","2015_161x162","243_D_1780","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1729",1729,"244","1781","2016","PH207xMo357","A","2015_164x163","244_A_1781","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1730",1730,"244","1782","2016","PH207xMo357","B","2015_164x163","244_B_1782","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1731",1731,"244","1783","2016","PH207xMo357","C","2015_164x163","244_C_1783","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1732",1732,"244","1784","2016","PH207xMo357","D","2015_164x163","244_D_1784","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1733",1733,"244","1785","2016","PH207xMo357","A","2015_164x163","244_A_1785","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1734",1734,"244","1786","2016","PH207xMo357","B","2015_164x163","244_B_1786","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
