Plot,Sample #,Year,Genotype,Replicate,Derivation,Barcode,Date,RNAlater,Time,Temp. in C,Additional Notes:,info about qPCR at ARQ
119,716,2016,Mo296,D,2011_68,119_D_716,6/16/16,Yes ,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
119,717,2016,Mo296,A,2011_68,119_A_717,6/21/16,No,1:00-1:30PM,29-31 C,,
119,718,2016,Mo296,B,2011_68,119_B_718,6/21/16,No,1:00-1:30PM,29-31 C,,
119,719,2016,Mo296,C,2011_68,119_C_719,6/21/16,No,1:00-1:30PM,29-31 C,,
119,720,2016,Mo296,D,2011_68,119_D_720,6/21/16,No,1:00-1:30PM,29-31 C,,
122,721,2016,Mo297,A,2015_122self,122_A_721,6/11/16,No,1:00-3:00 PM,30-34 C,,
122,722,2016,Mo297,B,2015_122self,122_B_722,6/11/16,No,1:00-3:00 PM,30-34 C,,
122,723,2016,Mo297,C,2015_122self,122_C_723,6/11/16,No,1:00-3:00 PM,30-34 C,,
122,724,2016,Mo297,D,2015_122self,122_D_724,6/11/16,No,1:00-3:00 PM,30-34 C,,
122,725,2016,Mo297,A,2015_122self,122_A_725,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
122,726,2016,Mo297,B,2015_122self,122_B_726,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
122,727,2016,Mo297,C,2015_122self,122_C_727,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
122,728,2016,Mo297,D,2015_122self,122_D_728,6/16/16,Yes ,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
122,729,2016,Mo297,A,2015_122self,122_A_729,6/21/16,No,1:00-1:30PM,29-31 C,,
122,730,2016,Mo297,B,2015_122self,122_B_730,6/21/16,No,1:00-1:30PM,29-31 C,,
122,731,2016,Mo297,C,2015_122self,122_C_731,6/21/16,No,1:00-1:30PM,29-31 C,,
122,732,2016,Mo297,D,2015_122self,122_D_732,6/21/16,No,1:00-1:30PM,29-31 C,,
123,733,2016,Mo298,A,2015_123self,123_A_733,6/11/16,No,1:00-3:00 PM,30-34 C,,
123,734,2016,Mo298,B,2015_123self,123_B_734,6/11/16,No,1:00-3:00 PM,30-34 C,,
123,735,2016,Mo298,C,2015_123self,123_C_735,6/11/16,No,1:00-3:00 PM,30-34 C,,
123,736,2016,Mo298,D,2015_123self,123_D_736,6/11/16,No,1:00-3:00 PM,30-34 C,,
123,737,2016,Mo298,A,2015_123self,123_A_737,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
123,738,2016,Mo298,B,2015_123self,123_B_738,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
123,739,2016,Mo298,C,2015_123self,123_C_739,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
123,740,2016,Mo298,D,2015_123self,123_D_740,6/16/16,Yes ,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
123,741,2016,Mo298,A,2015_123self,123_A_741,6/21/16,No,1:00-1:30PM,29-31 C,,
123,742,2016,Mo298,B,2015_123self,123_B_742,6/21/16,No,1:00-1:30PM,29-31 C,,
123,743,2016,Mo298,C,2015_123self,123_C_743,6/21/16,No,1:00-1:30PM,29-31 C,,
123,744,2016,Mo298,D,2015_123self,123_D_744,6/21/16,No,1:00-1:30PM,29-31 C,,
126,745,2016,Mo309,A,2014_62,126_A_745,6/11/16,No,1:00-3:00 PM,30-34 C,,
126,746,2016,Mo309,B,2014_62,126_B_746,6/11/16,No,1:00-3:00 PM,30-34 C,,
126,747,2016,Mo309,C,2014_62,126_C_747,6/11/16,No,1:00-3:00 PM,30-34 C,,
126,748,2016,Mo309,D,2014_62,126_D_748,6/11/16,No,1:00-3:00 PM,30-34 C,,
126,749,2016,Mo309,A,2014_62,126_A_749,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
126,750,2016,Mo309,B,2014_62,126_B_750,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
126,751,2016,Mo309,C,2014_62,126_C_751,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
126,752,2016,Mo309,D,2014_62,126_D_752,6/16/16,Yes ,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
126,753,2016,Mo309,A,2014_62,126_A_753,6/21/16,No,1:00-1:30PM,29-31 C,,
126,754,2016,Mo309,B,2014_62,126_B_754,6/21/16,No,1:00-1:30PM,29-31 C,,
126,755,2016,Mo309,C,2014_62,126_C_755,6/21/16,No,1:00-1:30PM,29-31 C,,
126,756,2016,Mo309,D,2014_62,126_D_756,6/21/16,No,1:00-1:30PM,29-31 C,,
127,,2016,Mo310,A,Q66(greenhouse),127_A_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,B,Q66(greenhouse),127_B_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,C,Q66(greenhouse),127_C_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,D,Q66(greenhouse),127_D_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,A,Q66(greenhouse),127_A_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,B,Q66(greenhouse),127_B_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,C,Q66(greenhouse),127_C_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,D,Q66(greenhouse),127_D_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,A,Q66(greenhouse),127_A_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,B,Q66(greenhouse),127_B_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,C,Q66(greenhouse),127_C_,N/A,N/A,N/A,N/A,No plants,
127,,2016,Mo310,D,Q66(greenhouse),127_D_,N/A,N/A,N/A,N/A,No plants,
130,757,2016,Mo311,A,2015_130self,130_A_757,6/11/16,No,1:00-3:00 PM,30-34 C,,
130,758,2016,Mo311,B,2015_130self,130_B_758,6/11/16,No,1:00-3:00 PM,30-34 C,,
130,759,2016,Mo311,C,2015_130self,130_C_759,6/11/16,No,1:00-3:00 PM,30-34 C,,
130,760,2016,Mo311,D,2015_130self,130_D_760,6/11/16,No,1:00-3:00 PM,30-34 C,,
130,761,2016,Mo311,A,2015_130self,130_A_761,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016, in July 2018 plate1",
130,762,2016,Mo311,B,2015_130self,130_B_762,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016, in July 2018 plate1",
130,763,2016,Mo311,C,2015_130self,130_C_763,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016, in July 2018 plate1",
130,764,2016,Mo311,D,2015_130self,130_D_764,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016, in July 2018 plate1",
130,765,2016,Mo311,A,2015_130self,130_A_765,6/21/16,No,1:00-1:30PM,29-31 C,,
130,766,2016,Mo311,B,2015_130self,130_B_766,6/21/16,No,1:00-1:30PM,29-31 C,,
130,767,2016,Mo311,C,2015_130self,130_C_767,6/21/16,No,1:00-1:30PM,29-31 C,,
130,768,2016,Mo311,D,2015_130self,130_D_768,6/21/16,No,1:00-1:30PM,29-31 C,,
131,769,2016,Mo315,A,2015_131self,131_A_769,6/11/16,No,1:00-3:00 PM,30-34 C,,
131,770,2016,Mo315,B,2015_131self,131_B_770,6/11/16,No,1:00-3:00 PM,30-34 C,,
131,771,2016,Mo315,C,2015_131self,131_C_771,6/11/16,No,1:00-3:00 PM,30-34 C,,
131,772,2016,Mo315,D,2015_131self,131_D_772,6/11/16,No,1:00-3:00 PM,30-34 C,,
131,773,2016,Mo315,A,2015_131self,131_A_773,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
131,774,2016,Mo315,B,2015_131self,131_B_774,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
131,775,2016,Mo315,C,2015_131self,131_C_775,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
131,776,2016,Mo315,D,2015_131self,131_D_776,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
131,777,2016,Mo315,A,2015_131self,131_A_777,6/21/16,No,1:00-1:30PM,29-31 C,,
131,778,2016,Mo315,B,2015_131self,131_B_778,6/21/16,No,1:00-1:30PM,29-31 C,,
131,779,2016,Mo315,C,2015_131self,131_C_779,6/21/16,No,1:00-1:30PM,29-31 C,,
131,780,2016,Mo315,D,2015_131self,131_D_780,6/21/16,No,1:00-1:30PM,29-31 C,,
134,781,2016,Mo317,A,2015_134self,134_A_781,6/11/16,No,1:00-3:00 PM,30-34 C,,
134,782,2016,Mo317,B,2015_134self,134_B_782,6/11/16,No,1:00-3:00 PM,30-34 C,,
134,783,2016,Mo317,C,2015_134self,134_C_783,6/11/16,No,1:00-3:00 PM,30-34 C,,
134,784,2016,Mo317,D,2015_134self,134_D_784,6/11/16,No,1:00-3:00 PM,30-34 C,,
134,785,2016,Mo317,A,2015_134self,134_A_785,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
134,786,2016,Mo317,B,2015_134self,134_B_786,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
134,787,2016,Mo317,C,2015_134self,134_C_787,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
134,788,2016,Mo317,D,2015_134self,134_D_788,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
134,789,2016,Mo317,A,2015_134self,134_A_789,6/21/16,No,1:00-1:30PM,29-31 C,,
134,790,2016,Mo317,B,2015_134self,134_B_790,6/21/16,No,1:00-1:30PM,29-31 C,,
134,791,2016,Mo317,C,2015_134self,134_C_791,6/21/16,No,1:00-1:30PM,29-31 C,,
134,792,2016,Mo317,D,2015_134self,134_D_792,6/21/16,No,1:00-1:30PM,29-31 C,,
135,793,2016,Mo321,A,2015_135self,135_A_793,6/11/16,No,1:00-3:00 PM,30-34 C,,
135,794,2016,Mo321,B,2015_135self,135_B_794,6/11/16,No,1:00-3:00 PM,30-34 C,,
135,795,2016,Mo321,C,2015_135self,135_C_795,6/11/16,No,1:00-3:00 PM,30-34 C,,
135,796,2016,Mo321,D,2015_135self,135_D_796,6/11/16,No,1:00-3:00 PM,30-34 C,,
135,797,2016,Mo321,A,2015_135self,135_A_797,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
135,798,2016,Mo321,B,2015_135self,135_B_798,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
135,799,2016,Mo321,C,2015_135self,135_C_799,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
135,800,2016,Mo321,D,2015_135self,135_D_800,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
135,801,2016,Mo321,A,2015_135self,135_A_801,6/21/16,No,1:00-1:30PM,29-31 C,,
135,802,2016,Mo321,B,2015_135self,135_B_802,6/21/16,No,1:00-1:30PM,29-31 C,,
135,803,2016,Mo321,C,2015_135self,135_C_803,6/21/16,No,1:00-1:30PM,29-31 C,,
135,804,2016,Mo321,D,2015_135self,135_D_804,6/21/16,No,1:00-1:30PM,29-31 C,,
138,805,2016,Mo322,A,2015_138self,138_A_805,6/11/16,No,1:00-3:00 PM,30-34 C,,
138,806,2016,Mo322,B,2015_138self,138_B_806,6/11/16,No,1:00-3:00 PM,30-34 C,,
138,807,2016,Mo322,C,2015_138self,138_C_807,6/11/16,No,1:00-3:00 PM,30-34 C,,
138,808,2016,Mo322,D,2015_138self,138_D_808,6/11/16,No,1:00-3:00 PM,30-34 C,,
138,809,2016,Mo322,A,2015_138self,138_A_809,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
138,810,2016,Mo322,B,2015_138self,138_B_810,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
138,811,2016,Mo322,C,2015_138self,138_C_811,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
138,812,2016,Mo322,D,2015_138self,138_D_812,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
138,813,2016,Mo322,A,2015_138self,138_A_813,6/21/16,No,1:00-1:30PM,29-31 C,,
138,814,2016,Mo322,B,2015_138self,138_B_814,6/21/16,No,1:00-1:30PM,29-31 C,,
138,815,2016,Mo322,C,2015_138self,138_C_815,6/21/16,No,1:00-1:30PM,29-31 C,,
138,816,2016,Mo322,D,2015_138self,138_D_816,6/21/16,No,1:00-1:30PM,29-31 C,,
139,817,2016,Mo323,A,2015_139self,139_A_817,6/11/16,No,1:00-3:00 PM,30-34 C,,
139,818,2016,Mo323,B,2015_139self,139_B_818,6/11/16,No,1:00-3:00 PM,30-34 C,,
139,819,2016,Mo323,C,2015_139self,139_C_819,6/11/16,No,1:00-3:00 PM,30-34 C,,
139,820,2016,Mo323,D,2015_139self,139_D_820,6/11/16,No,1:00-3:00 PM,30-34 C,,
139,821,2016,Mo323,A,2015_139self,139_A_821,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
139,822,2016,Mo323,B,2015_139self,139_B_822,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
139,823,2016,Mo323,C,2015_139self,139_C_823,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
139,824,2016,Mo323,D,2015_139self,139_D_824,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
139,825,2016,Mo323,A,2015_139self,139_A_825,6/21/16,No,1:00-1:30PM,29-31 C,,
139,826,2016,Mo323,B,2015_139self,139_B_826,6/21/16,No,1:00-1:30PM,29-31 C,,
139,827,2016,Mo323,C,2015_139self,139_C_827,6/21/16,No,1:00-1:30PM,29-31 C,,
139,828,2016,Mo323,D,2015_139self,139_D_828,6/21/16,No,1:00-1:30PM,29-31 C,,
142,829,2016,Mo325,A,2015_142self,142_A_829,6/11/16,No,1:00-3:00 PM,30-34 C,,
142,830,2016,Mo326,B,2015_142self,142_B_830,6/11/16,No,1:00-3:00 PM,30-34 C,,
142,831,2016,Mo327,C,2015_142self,142_C_831,6/11/16,No,1:00-3:00 PM,30-34 C,,
142,832,2016,Mo328,D,2015_142self,142_D_832,6/11/16,No,1:00-3:00 PM,30-34 C,,
142,833,2016,Mo325,A,2015_142self,142_A_833,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
142,834,2016,Mo326,B,2015_142self,142_B_834,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
142,835,2016,Mo327,C,2015_142self,142_C_835,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
142,836,2016,Mo328,D,2015_142self,142_D_836,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
142,837,2016,Mo325,A,2015_142self,142_A_837,6/21/16,No,1:00-1:30PM,29-31 C,,
142,838,2016,Mo326,B,2015_142self,142_B_838,6/21/16,No,1:00-1:30PM,29-31 C,,
142,839,2016,Mo327,C,2015_142self,142_C_839,6/21/16,No,1:00-1:30PM,29-31 C,,
142,840,2016,Mo328,D,2015_142self,142_D_840,6/21/16,No,1:00-1:30PM,29-31 C,,
143,841,2016,Mo326,A,2015_143self,143_A_841,6/11/16,No,1:00-3:00 PM,30-34 C,,
143,842,2016,Mo326,B,2015_143self,143_B_842,6/11/16,No,1:00-3:00 PM,30-34 C,,
143,843,2016,Mo326,C,2015_143self,143_C_843,6/11/16,No,1:00-3:00 PM,30-34 C,,
143,844,2016,Mo326,D,2015_143self,143_D_844,6/11/16,No,1:00-3:00 PM,30-34 C,,
143,845,2016,Mo326,A,2015_143self,143_A_845,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
143,846,2016,Mo326,B,2015_143self,143_B_846,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
143,847,2016,Mo326,C,2015_143self,143_C_847,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
143,848,2016,Mo326,D,2015_143self,143_D_848,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
143,849,2016,Mo326,A,2015_143self,143_A_849,6/21/16,No,1:00-1:30PM,29-31 C,,
143,850,2016,Mo326,B,2015_143self,143_B_850,6/21/16,No,1:00-1:30PM,29-31 C,,
143,851,2016,Mo326,C,2015_143self,143_C_851,6/21/16,No,1:00-1:30PM,29-31 C,,
143,852,2016,Mo326,D,2015_143self,143_D_852,6/21/16,No,1:00-1:30PM,29-31 C,,
146,853,2016,Mo328,A,2015_146self,146_A_853,6/11/16,No,1:00-3:00 PM,30-34 C,,
146,854,2016,Mo328,B,2015_146self,146_B_854,6/11/16,No,1:00-3:00 PM,30-34 C,,
146,855,2016,Mo328,C,2015_146self,146_C_855,6/11/16,No,1:00-3:00 PM,30-34 C,,
146,856,2016,Mo328,D,2015_146self,146_D_856,6/11/16,No,1:00-3:00 PM,30-34 C,,
146,857,2016,Mo328,A,2015_146self,146_A_857,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
146,858,2016,Mo328,B,2015_146self,146_B_858,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
146,859,2016,Mo328,C,2015_146self,146_C_859,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
146,860,2016,Mo328,D,2015_146self,146_D_860,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
146,861,2016,Mo328,A,2015_146self,146_A_861,6/21/16,No,1:00-1:30PM,29-31 C,,
146,862,2016,Mo328,B,2015_146self,146_B_862,6/21/16,No,1:00-1:30PM,29-31 C,,
146,863,2016,Mo328,C,2015_146self,146_C_863,6/21/16,No,1:00-1:30PM,29-31 C,,
146,864,2016,Mo328,D,2015_146self,146_D_864,6/21/16,No,1:00-1:30PM,29-31 C,,
147,865,2016,Mo377,A,2011_85,147_A_865,6/11/16,No,1:00-3:00 PM,30-34 C,,
147,866,2016,Mo377,B,2011_85,147_B_866,6/11/16,No,1:00-3:00 PM,30-34 C,,
147,867,2016,Mo377,C,2011_85,147_C_867,6/11/16,No,1:00-3:00 PM,30-34 C,,
147,868,2016,Mo377,D,2011_85,147_D_868,6/11/16,No,1:00-3:00 PM,30-34 C,,
147,869,2016,Mo377,A,2011_85,147_A_869,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
147,870,2016,Mo377,B,2011_85,147_B_870,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
147,871,2016,Mo377,C,2011_85,147_C_871,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
147,872,2016,Mo377,D,2011_85,147_D_872,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
147,873,2016,Mo377,A,2011_85,147_A_873,6/21/16,No,1:00-1:30PM,29-31 C,,
147,874,2016,Mo377,B,2011_85,147_B_874,6/21/16,No,1:00-1:30PM,29-31 C,,
147,875,2016,Mo377,C,2011_85,147_C_875,6/21/16,No,1:00-1:30PM,29-31 C,,
147,876,2016,Mo377,D,2011_85,147_D_876,6/21/16,No,1:00-1:30PM,29-31 C,,
150,877,2016,Mo341,A,2010_77,150_A_877,6/11/16,No,1:00-3:00 PM,30-34 C,,
150,878,2016,Mo341,B,2010_77,150_B_878,6/11/16,No,1:00-3:00 PM,30-34 C,,
150,879,2016,Mo341,C,2010_77,150_C_879,6/11/16,No,1:00-3:00 PM,30-34 C,,
150,880,2016,Mo341,D,2010_77,150_D_880,6/11/16,No,1:00-3:00 PM,30-34 C,,
150,881,2016,Mo341,A,2010_77,150_A_881,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
150,882,2016,Mo341,B,2010_77,150_B_882,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
150,883,2016,Mo341,C,2010_77,150_C_883,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
150,884,2016,Mo341,D,2010_77,150_D_884,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
150,885,2016,Mo341,A,2010_77,150_A_885,6/21/16,No,1:00-1:30PM,29-31 C,,
150,886,2016,Mo341,B,2010_77,150_B_886,6/21/16,No,1:00-1:30PM,29-31 C,,
150,887,2016,Mo341,C,2010_77,150_C_887,6/21/16,No,1:00-1:30PM,29-31 C,,
150,888,2016,Mo341,D,2010_77,150_D_888,6/21/16,No,1:00-1:30PM,29-31 C,,
151,889,2016,Mo344,A,2015_151self,151_A_889,6/11/16,No,1:00-3:00 PM,30-34 C,,
151,890,2016,Mo344,B,2015_151self,151_B_890,6/11/16,No,1:00-3:00 PM,30-34 C,,
151,891,2016,Mo344,C,2015_151self,151_C_891,6/11/16,No,1:00-3:00 PM,30-34 C,,
151,892,2016,Mo344,D,2015_151self,151_D_892,6/11/16,No,1:00-3:00 PM,30-34 C,,
151,893,2016,Mo344,A,2015_151self,151_A_893,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
151,894,2016,Mo344,B,2015_151self,151_B_894,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
151,895,2016,Mo344,C,2015_151self,151_C_895,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
151,896,2016,Mo344,D,2015_151self,151_D_896,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
151,897,2016,Mo344,A,2015_151self,151_A_897,6/21/16,No,1:00-1:30PM,29-31 C,,
151,898,2016,Mo344,B,2015_151self,151_B_898,6/21/16,No,1:00-1:30PM,29-31 C,,
151,899,2016,Mo344,C,2015_151self,151_C_899,6/21/16,No,1:00-1:30PM,29-31 C,,
151,900,2016,Mo344,D,2015_151self,151_D_900,6/21/16,No,1:00-1:30PM,29-31 C,,
154,901,2016,Mo345,A,2015_154self,154_A_901,6/11/16,No,1:00-3:00 PM,30-34 C,,
154,902,2016,Mo345,B,2015_154self,154_B_902,6/11/16,No,1:00-3:00 PM,30-34 C,,
154,903,2016,Mo345,C,2015_154self,154_C_903,6/11/16,No,1:00-3:00 PM,30-34 C,,
154,904,2016,Mo345,D,2015_154self,154_D_904,6/11/16,No,1:00-3:00 PM,30-34 C,,
154,905,2016,Mo345,A,2015_154self,154_A_905,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
154,906,2016,Mo345,B,2015_154self,154_B_906,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
154,907,2016,Mo345,C,2015_154self,154_C_907,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
154,908,2016,Mo345,D,2015_154self,154_D_908,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
154,909,2016,Mo345,A,2015_154self,154_A_909,6/21/16,No,1:00-1:30PM,29-31 C,,
154,910,2016,Mo345,B,2015_154self,154_B_910,6/21/16,No,1:00-1:30PM,29-31 C,,
154,911,2016,Mo345,C,2015_154self,154_C_911,6/21/16,No,1:00-1:30PM,29-31 C,,
154,912,2016,Mo345,D,2015_154self,154_D_912,6/21/16,No,1:00-1:30PM,29-31 C,,
155,913,2016,Mo346,A,2015_155self,155_A_913,6/11/16,No,1:00-3:00 PM,30-34 C,,
155,914,2016,Mo346,B,2015_155self,155_B_914,6/11/16,No,1:00-3:00 PM,30-34 C,,
155,915,2016,Mo346,C,2015_155self,155_C_915,6/11/16,No,1:00-3:00 PM,30-34 C,,
155,916,2016,Mo346,D,2015_155self,155_D_916,6/11/16,No,1:00-3:00 PM,30-34 C,,
155,917,2016,Mo346,A,2015_155self,155_A_917,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
155,918,2016,Mo346,B,2015_155self,155_B_918,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
155,919,2016,Mo346,C,2015_155self,155_C_919,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
155,920,2016,Mo346,D,2015_155self,155_D_920,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
155,921,2016,Mo346,A,2015_155self,155_A_921,6/21/16,No,1:00-1:30PM,29-31 C,,
155,922,2016,Mo346,B,2015_155self,155_B_922,6/21/16,No,1:00-1:30PM,29-31 C,,
155,923,2016,Mo346,C,2015_155self,155_C_923,6/21/16,No,1:00-1:30PM,29-31 C,,
155,924,2016,Mo346,D,2015_155self,155_D_924,6/21/16,No,1:00-1:30PM,29-31 C,,
158,,2016,Mo352,A,2015_158self,158_A_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,B,2015_158self,158_B_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,C,2015_158self,158_C_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,D,2015_158self,158_D_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,A,2015_158self,158_A_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,B,2015_158self,158_B_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,C,2015_158self,158_C_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,D,2015_158self,158_D_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,A,2015_158self,158_A_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,B,2015_158self,158_B_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,C,2015_158self,158_C_,N/A,N/A,N/A,N/A,No plants,
158,,2016,Mo352,D,2015_158self,158_D_,N/A,N/A,N/A,N/A,No plants,
159,925,2016,Mo354,A,2015_159self,159_A_925,6/11/16,No,1:00-3:00 PM,30-34 C,,
159,926,2016,Mo354,B,2015_159self,159_B_926,6/11/16,No,1:00-3:00 PM,30-34 C,,
159,927,2016,Mo354,C,2015_159self,159_C_927,6/11/16,No,1:00-3:00 PM,30-34 C,,
159,928,2016,Mo354,D,2015_159self,159_D_928,6/11/16,No,1:00-3:00 PM,30-34 C,,
159,929,2016,Mo354,A,2015_159self,159_A_929,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
159,930,2016,Mo354,B,2015_159self,159_B_930,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
159,931,2016,Mo354,C,2015_159self,159_C_931,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
159,932,2016,Mo354,D,2015_159self,159_D_932,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
159,933,2016,Mo354,A,2015_159self,159_A_933,6/21/16,No,1:00-1:30PM,29-31 C,,
159,934,2016,Mo354,B,2015_159self,159_B_934,6/21/16,No,1:00-1:30PM,29-31 C,,
159,935,2016,Mo354,C,2015_159self,159_C_935,6/21/16,No,1:00-1:30PM,29-31 C,,
